id,label,magnetic field x-axis [T],magnetic field y-axis [T],magnetic field z-axis [T],time [s],amplitude
12843,8.0,,,,1594228902.4406624,20.15
12844,8.0,,,,1594228902.4504385,48.8
12845,8.0,,,,1594228902.4602144,31.86
12846,8.0,,,,1594228902.4699907,9.6
12847,8.0,,,,1594228902.4797668,29.99
12848,8.0,,,,1594228902.489543,7.5
12849,8.0,,,,1594228902.4993188,5.91
12850,8.0,,,,1594228902.5090954,14.38
12851,8.0,,,,1594228902.5188713,15.71
12852,8.0,,,,1594228902.5286474,31.07
12853,8.0,,,,1594228902.5384235,-1.68
12854,8.0,,,,1594228902.5481994,-15.96
12855,8.0,,,,1594228902.5579758,-10.38
12856,8.0,,,,1594228902.567752,-21.07
12857,8.0,,,,1594228902.577528,-33.86
12858,8.0,,,,1594228902.5873039,-4.94
12859,8.0,,,,1594228902.5970802,12.53
12860,8.0,,,,1594228902.6068563,31.23
12861,8.0,,,,1594228902.6166325,-14.34
12862,8.0,,,,1594228902.6264086,3.93
12863,8.0,,,,1594228902.6361847,-6.61
12864,8.0,,,,1594228902.6459608,14.1
12865,8.0,,,,1594228902.655737,34.33
12866,8.0,,,,1594228902.665513,50.99
12867,8.0,,,,1594228902.6752892,17.57
12868,8.0,,,,1594228902.6850653,-17.25
12869,8.0,,,,1594228902.6948414,-105.05
12870,8.0,,,,1594228902.7046175,55.94
12871,8.0,,,,1594228902.7143936,28.46
12872,8.0,,,,1594228902.7241695,-17.67
12873,8.0,,,,1594228902.7339456,-334.89
12874,8.0,,,,1594228902.743722,0.84
12875,8.0,,,,1594228902.753498,282.73
12876,8.0,,,,1594228902.7632742,113.66
12877,8.0,,,,1594228902.7730505,8.71
12878,8.0,,,,1594228902.7828267,28.53
12879,8.0,,,,1594228902.7926025,7.8
12880,8.0,,,,1594228902.8023787,16.41
12881,8.0,,,,1594228902.8121548,-22.83
12882,8.0,,,,1594228902.8219314,-69.82
12883,8.0,,,,1594228902.831707,-36.82
12884,8.0,,,,1594228902.841483,-52.87
12885,8.0,,,,1594228902.8512592,-57.83
12886,8.0,,,,1594228902.8610349,-28.62
12887,8.0,,,,1594228902.8708115,-11.15
12888,8.0,,,,1594228902.8805876,-29.46
12889,8.0,,,,1594228902.8903635,-36.57
12890,8.0,,,,1594228902.9001398,-9.16
12891,8.0,,,,1594228902.909916,-13.87
12892,8.0,,,,1594228902.919692,-12.19
12893,8.0,,,,1594228902.9294682,14.53
12894,8.0,,,,1594228902.9392445,15.49
12895,8.0,,,,1594228902.9490206,62.74
12896,8.0,,,,1594228902.9587965,23.82
12897,8.0,,,,1594228902.9685724,22.43
12898,8.0,,,,1594228902.9783487,13.2
12899,8.0,,,,1594228902.9881248,-1.53
12900,8.0,,,,1594228902.997901,-27.29
12901,8.0,,,,1594228903.0076768,-23.08
12902,8.0,,,,1594228903.0174534,14.8
12903,8.0,,,,1594228903.0272293,-16.69
12904,8.0,,,,1594228903.0370054,-22.57
12905,8.0,,,,1594228903.0467815,-15.07
12906,8.0,,,,1594228903.0565574,-18.66
12907,8.0,,,,1594228903.0663338,0.48
12908,8.0,,,,1594228903.07611,16.42
12909,8.0,,,,1594228903.085886,42.75
12910,8.0,,,,1594228903.0956619,20.18
12911,8.0,,,,1594228903.1054382,14.26
12912,8.0,,,,1594228903.1152143,5.58
12913,8.0,,,,1594228903.1249905,-11.34
12914,8.0,,,,1594228903.1347663,-1.85
12915,8.0,,,,1594228903.1445427,-0.14
12916,8.0,,,,1594228903.1543188,3.61
12917,8.0,,,,1594228903.164095,9.71
12918,8.0,,,,1594228903.173871,-0.35
12919,8.0,,,,1594228903.1836472,-3.77
12920,8.0,,,,1594228903.1934233,-15.3
12921,8.0,,,,1594228903.2031994,4.47
12922,8.0,,,,1594228903.2129755,-6.05
12923,8.0,,,,1594228903.2227516,1.38
12924,8.0,,,,1594228903.2325275,11.69
12925,8.0,,,,1594228903.2423036,8.0
12926,8.0,,,,1594228903.25208,19.17
12927,8.0,,,,1594228903.261856,-1.65
12928,8.0,,,,1594228903.2716322,-10.3
12929,8.0,,,,1594228903.2814085,4.66
12930,8.0,,,,1594228903.2911847,3.93
12931,8.0,,,,1594228903.3009605,-4.98
12932,8.0,,,,1594228903.3107367,-17.55
12933,8.0,,,,1594228903.3205128,3.33
12934,8.0,,,,1594228903.3302894,-0.08
12935,8.0,,,,1594228903.340065,11.29
12936,8.0,,,,1594228903.349841,-5.11
12937,8.0,,,,1594228903.3596172,-5.68
12938,8.0,,,,1594228903.3693929,5.32
12939,8.0,,,,1594228903.3791695,-12.8
12940,8.0,,,,1594228903.3889456,-10.68
12941,8.0,,,,1594228903.3987215,-18.7
12942,8.0,,,,1594228903.4084976,-9.89
12943,8.0,,,,1594228903.418274,-12.12
12944,8.0,,,,1594228903.42805,-1.67
12945,8.0,,,,1594228903.4378262,-3.76
12946,8.0,,,,1594228903.4476025,19.5
12947,8.0,,,,1594228903.4573786,23.85
12948,8.0,,,,1594228903.4671545,1.32
12949,8.0,,,,1594228903.4769304,7.51
12950,8.0,,,,1594228903.4867067,7.72
12951,8.0,,,,1594228903.4964828,8.59
12952,8.0,,,,1594228903.506259,-8.62
12953,8.0,,,,1594228903.516035,57.68
12954,8.0,,,,1594228903.5258114,14.57
12955,8.0,,,,1594228903.5355873,4.6
12956,8.0,,,,1594228903.5453634,-4.69
12957,8.0,,,,1594228903.5551395,-18.8
12958,8.0,,,,1594228903.5649154,31.83
12959,8.0,,,,1594228903.5746918,4.95
12960,8.0,,,,1594228903.584468,-20.15
12961,8.0,,,,1594228903.594244,-15.5
12962,8.0,,,,1594228903.6040199,-4.46
12963,8.0,,,,1594228903.6137962,-3.84
12964,8.0,,,,1594228903.6235723,-13.74
12965,8.0,,,,1594228903.6333485,-32.82
12966,8.0,,,,1594228903.6431243,-24.93
12967,8.0,,,,1594228903.6529007,-20.7
12968,8.0,,,,1594228903.6626768,4.5
12969,8.0,,,,1594228903.672453,18.97
12970,8.0,,,,1594228903.6822288,0.87
12971,8.0,,,,1594228903.6920052,-9.51
12972,8.0,,,,1594228903.7017813,17.28
12973,8.0,,,,1594228903.7115574,12.56
12974,8.0,,,,1594228903.7213335,-19.63
12975,8.0,,,,1594228903.7311096,-21.08
12976,8.0,,,,1594228903.7408855,-9.03
12977,8.0,,,,1594228903.7506616,-9.58
12978,8.0,,,,1594228903.7604382,4.33
12979,8.0,,,,1594228903.770214,-8.69
12980,8.0,,,,1594228903.7799902,13.28
12981,8.0,,,,1594228903.7897663,-0.71
12982,8.0,,,,1594228903.7995427,5.84
12983,8.0,,,,1594228903.8093185,-6.31
12984,8.0,,,,1594228903.8190947,-18.57
12985,8.0,,,,1594228903.8288708,-17.97
12986,8.0,,,,1594228903.8386474,-19.53
12987,8.0,,,,1594228903.848423,-141.29
12988,8.0,,,,1594228903.8581991,123.44
12989,8.0,,,,1594228903.8679752,83.8
12990,8.0,,,,1594228903.8777516,18.57
12991,8.0,,,,1594228903.8875275,-1.36
12992,8.0,,,,1594228903.8973036,-2.17
12993,8.0,,,,1594228903.9070795,-7.02
12994,8.0,,,,1594228903.9168556,-6.21
12995,8.0,,,,1594228903.926632,-3.04
12996,8.0,,,,1594228903.936408,4.6
12997,8.0,,,,1594228903.9461842,-27.0
12998,8.0,,,,1594228903.9559605,28.52
12999,8.0,,,,1594228903.9657366,2.75
13000,8.0,,,,1594228903.9755125,-3.99
13001,8.0,,,,1594228903.9852884,-7.98
13002,8.0,,,,1594228903.9950647,-11.26
13003,8.0,,,,1594228904.0048409,2.1
13004,8.0,,,,1594228904.014617,-1.03
13005,8.0,,,,1594228904.024393,-5.58
13006,8.0,,,,1594228904.0341694,8.39
13007,8.0,,,,1594228904.0439453,-16.7
13008,8.0,,,,1594228904.0537214,15.35
13009,8.0,,,,1594228904.0634975,54.95
13010,8.0,,,,1594228904.0732734,-9.79
13011,8.0,,,,1594228904.0830498,-38.78
13012,8.0,,,,1594228904.092826,-10.11
13013,8.0,,,,1594228904.102602,9.5
13014,8.0,,,,1594228904.112378,12.24
13015,8.0,,,,1594228904.1221542,57.19
13016,8.0,,,,1594228904.1319304,-32.12
13017,8.0,,,,1594228904.1417065,12.07
13018,8.0,,,,1594228904.1514823,-0.99
13019,8.0,,,,1594228904.1612587,-19.26
13020,8.0,,,,1594228904.1710348,-2.0
13021,8.0,,,,1594228904.180811,5.45
13022,8.0,,,,1594228904.1905868,-4.18
13023,8.0,,,,1594228904.2003634,-9.83
13024,8.0,,,,1594228904.2101393,-31.76
13025,8.0,,,,1594228904.2199154,-21.54
13026,8.0,,,,1594228904.2296915,-0.6
13027,8.0,,,,1594228904.2394676,7.57
13028,8.0,,,,1594228904.2492435,29.04
13029,8.0,,,,1594228904.2590199,-1.63
13030,8.0,,,,1594228904.2687962,-7.81
13031,8.0,,,,1594228904.278572,-5.73
13032,8.0,,,,1594228904.2883482,-8.52
13033,8.0,,,,1594228904.2981243,-22.77
13034,8.0,,,,1594228904.3079007,14.35
13035,8.0,,,,1594228904.3176765,10.12
13036,8.0,,,,1594228904.3274527,3.82
13037,8.0,,,,1594228904.3372288,-24.82
13038,8.0,,,,1594228904.3470054,6.78
13039,8.0,,,,1594228904.356781,-2.99
13040,8.0,,,,1594228904.3665571,10.98
13041,8.0,,,,1594228904.3763332,15.79
13042,8.0,,,,1594228904.3861096,10.87
13043,8.0,,,,1594228904.3958855,-5.3
13044,8.0,,,,1594228904.4056616,31.82
13045,8.0,,,,1594228904.4154375,16.33
13046,8.0,,,,1594228904.4252136,24.15
13047,8.0,,,,1594228904.43499,13.91
13048,8.0,,,,1594228904.444766,16.25
13049,8.0,,,,1594228904.4545422,-10.36
13050,8.0,,,,1594228904.4643185,-34.98
13051,8.0,,,,1594228904.4740946,-26.13
13052,8.0,,,,1594228904.4838705,-13.93
13053,8.0,,,,1594228904.4936464,-2.31
13054,8.0,,,,1594228904.5034227,43.32
13055,6.0,,,,1594228904.5131989,16.34
13056,6.0,,,,1594228904.522975,14.85
13057,6.0,,,,1594228904.532751,20.46
13058,6.0,,,,1594228904.5425274,17.44
13059,6.0,,,,1594228904.5523033,-20.92
13060,6.0,,,,1594228904.5620794,-42.54
13061,6.0,,,,1594228904.5718555,-39.56
13062,6.0,,,,1594228904.5816314,-20.48
13063,6.0,,,,1594228904.5914078,-1.14
13064,6.0,,,,1594228904.601184,7.03
13065,6.0,,,,1594228904.61096,13.13
13066,6.0,,,,1594228904.620736,1.66
13067,6.0,,,,1594228904.6305122,-6.77
13068,6.0,,,,1594228904.6402886,5.56
13069,6.0,,,,1594228904.6500645,-17.01
13070,6.0,,,,1594228904.6598403,-10.79
13071,6.0,,,,1594228904.6696167,-11.4
13072,6.0,,,,1594228904.6793928,13.14
13073,6.0,,,,1594228904.689169,1.83
13074,6.0,,,,1594228904.6989448,20.29
13075,6.0,,,,1594228904.7087214,32.14
13076,6.0,,,,1594228904.7184973,-92.25
13077,6.0,,,,1594228904.7282734,61.54
13078,6.0,,,,1594228904.7380495,35.91
13079,6.0,,,,1594228904.7478256,-28.0
13080,6.0,,,,1594228904.7576015,11.37
13081,6.0,,,,1594228904.7673779,-23.76
13082,6.0,,,,1594228904.777154,2.41
13083,8.0,,,,1594228904.78693,5.04
13084,8.0,,,,1594228904.7967062,-9.77
13085,8.0,,,,1594228904.8064823,-19.97
13086,8.0,,,,1594228904.816259,18.53
13087,8.0,,,,1594228904.8260345,10.38
13088,8.0,,,,1594228904.8358107,-12.16
13089,8.0,,,,1594228904.8455868,22.78
13090,8.0,,,,1594228904.8553634,5.83
13091,8.0,,,,1594228904.865139,5.49
13092,8.0,,,,1594228904.8749151,9.48
13093,3.0,,,,1594228904.8846912,63.07
13094,3.0,,,,1594228904.8944676,246.78
13095,3.0,,,,1594228904.9042435,-91.16
13096,3.0,,,,1594228904.9140196,186.64
13097,3.0,,,,1594228904.9237955,-165.02
13098,3.0,,,,1594228904.9335716,-41.58
13099,3.0,,,,1594228904.943348,-257.84
13100,3.0,,,,1594228904.953124,181.63
13101,3.0,,,,1594228904.9629002,110.61
13102,3.0,,,,1594228904.9726765,-106.05
13103,3.0,,,,1594228904.9824526,348.85
13104,3.0,,,,1594228904.9922285,101.64
13105,3.0,,,,1594228905.0020044,-186.99
13106,3.0,,,,1594228905.0117807,-189.4
13107,3.0,,,,1594228905.0215569,68.71
13108,3.0,,,,1594228905.031333,-279.04
13109,3.0,,,,1594228905.041109,-51.67
13110,3.0,,,,1594228905.0508852,198.57
13111,3.0,,,,1594228905.0606613,-253.88
13112,3.0,,,,1594228905.0704374,243.38
13113,3.0,,,,1594228905.0802135,27.93
13114,3.0,,,,1594228905.0899894,-67.31
13115,3.0,,,,1594228905.0997658,-268.53
13116,3.0,,,,1594228905.109542,-168.43
13117,3.0,,,,1594228905.119318,-21.36
13118,3.0,,,,1594228905.129094,227.63
13119,3.0,,,,1594228905.1388702,5.96
13120,3.0,,,,1594228905.1486466,150.26
13121,3.0,,,,1594228905.1584225,-261.92
13122,3.0,,,,1594228905.1681983,154.35
13123,3.0,,,,1594228905.1779747,160.9
13124,3.0,,,,1594228905.1877508,47.55
13125,3.0,,,,1594228905.197527,-12.82
13126,3.0,,,,1594228905.207303,277.46
13127,3.0,,,,1594228905.2170794,-146.33
13128,3.0,,,,1594228905.2268553,198.93
13129,3.0,,,,1594228905.2366314,-61.74
13130,3.0,,,,1594228905.2464075,228.37
13131,3.0,,,,1594228905.2561836,-8.42
13132,3.0,,,,1594228905.2659595,-9.55
13133,3.0,,,,1594228905.2757359,-60.82
13134,3.0,,,,1594228905.285512,144.37
13135,3.0,,,,1594228905.295288,-254.54
13136,3.0,,,,1594228905.3050642,-313.41
13137,3.0,,,,1594228905.3148403,-99.1
13138,3.0,,,,1594228905.3246164,-166.45
13139,3.0,,,,1594228905.3343925,356.67
13140,3.0,,,,1594228905.3441687,-171.59
13141,3.0,,,,1594228905.3539448,148.25
13142,3.0,,,,1594228905.3637214,-210.87
13143,3.0,,,,1594228905.373497,-20.83
13144,3.0,,,,1594228905.3832731,-160.82
13145,3.0,,,,1594228905.3930492,-61.85
13146,3.0,,,,1594228905.4028256,78.62
13147,3.0,,,,1594228905.4126015,-157.11
13148,3.0,,,,1594228905.4223776,126.01
13149,3.0,,,,1594228905.4321535,-147.41
13150,3.0,,,,1594228905.4419296,3574.92
13151,3.0,,,,1594228905.4517062,1645.34
13152,3.0,,,,1594228905.461482,-185.34
13153,8.0,,,,1594228905.4712582,-533.6
13154,8.0,,,,1594228905.4810345,-440.25
13155,8.0,,,,1594228905.4908106,-422.67
13156,8.0,,,,1594228905.5005865,-323.31
13157,8.0,,,,1594228905.5103624,-366.48
13158,8.0,,,,1594228905.5201387,-307.07
13159,8.0,,,,1594228905.5299149,-297.43
13160,8.0,,,,1594228905.539691,-259.75
13161,8.0,,,,1594228905.549467,-234.08
13162,8.0,,,,1594228905.5592432,-216.98
13163,8.0,,,,1594228905.5690193,-193.87
13164,8.0,,,,1594228905.5787954,-175.41
13165,8.0,,,,1594228905.5885715,-141.55
13166,8.0,,,,1594228905.5983474,-147.09
13167,8.0,,,,1594228905.6081238,-118.83
13168,8.0,,,,1594228905.6179,-111.56
13169,8.0,,,,1594228905.627676,-133.52
13170,8.0,,,,1594228905.637452,-57.05
13171,8.0,,,,1594228905.6472282,247.41
13172,8.0,,,,1594228905.6570046,-511.81
13173,8.0,,,,1594228905.6667805,-150.84
13174,8.0,,,,1594228905.6765563,-11.87
13175,8.0,,,,1594228905.6863327,32.99
13176,8.0,,,,1594228905.6961088,-62.16
13177,8.0,,,,1594228905.705885,-84.14
13178,8.0,,,,1594228905.715661,-24.9
13179,8.0,,,,1594228905.7254374,-10.46
13180,8.0,,,,1594228905.7352133,-52.64
13181,8.0,,,,1594228905.7449894,-46.25
13182,8.0,,,,1594228905.7547655,-43.78
13183,8.0,,,,1594228905.7645414,-39.59
13184,8.0,,,,1594228905.7743175,-49.39
13185,8.0,,,,1594228905.7840939,-197.51
13186,8.0,,,,1594228905.79387,-289.92
13187,8.0,,,,1594228905.803646,263.14
13188,8.0,,,,1594228905.8134222,161.57
13189,8.0,,,,1594228905.8231983,160.39
13190,8.0,,,,1594228905.8329744,100.44
13191,8.0,,,,1594228905.8427505,11.82
13192,8.0,,,,1594228905.8525267,-65.37
13193,8.0,,,,1594228905.8623028,-93.97
13194,8.0,,,,1594228905.872079,-120.21
13195,8.0,,,,1594228905.881855,-21.84
13196,8.0,,,,1594228905.8916314,-58.98
13197,8.0,,,,1594228905.9014072,-70.75
13198,8.0,,,,1594228905.9111836,-77.44
13199,8.0,,,,1594228905.9209595,-46.66
13200,8.0,,,,1594228905.9307356,-51.03
13201,8.0,,,,1594228905.9405115,2.05
13202,8.0,,,,1594228905.9502876,0.69
13203,8.0,,,,1594228905.9600642,-18.85
13204,8.0,,,,1594228905.96984,8.25
13205,8.0,,,,1594228905.9796162,43.8
13206,8.0,,,,1594228905.9893925,31.22
13207,8.0,,,,1594228905.9991686,65.51
13208,8.0,,,,1594228906.0089445,20.62
13209,8.0,,,,1594228906.0187206,22.04
13210,8.0,,,,1594228906.0284967,6.09
13211,8.0,,,,1594228906.0382724,10.61
13212,8.0,,,,1594228906.048049,-1.61
13213,8.0,,,,1594228906.057825,-11.33
13214,8.0,,,,1594228906.0676012,3.13
13215,8.0,,,,1594228906.0773773,7.27
13216,8.0,,,,1594228906.0871534,-16.6
13217,8.0,,,,1594228906.0969296,-4.5
13218,8.0,,,,1594228906.1067054,-8.31
13219,8.0,,,,1594228906.1164818,-3.91
13220,8.0,,,,1594228906.126258,-6.52
13221,8.0,,,,1594228906.136034,25.22
13222,8.0,,,,1594228906.14581,-8.87
13223,8.0,,,,1594228906.1555862,5.03
13224,8.0,,,,1594228906.1653626,12.75
13225,8.0,,,,1594228906.1751385,-10.72
13226,8.0,,,,1594228906.1849144,-12.01
13227,8.0,,,,1594228906.1946907,-18.51
13228,8.0,,,,1594228906.2044668,-0.31
13229,8.0,,,,1594228906.214243,7.2
13230,8.0,,,,1594228906.224019,9.49
13231,8.0,,,,1594228906.2337954,1.0
13232,8.0,,,,1594228906.2435713,-12.99
13233,8.0,,,,1594228906.2533474,11.12
13234,8.0,,,,1594228906.2631235,-4.83
13235,8.0,,,,1594228906.2728994,21.01
13236,8.0,,,,1594228906.2826755,19.33
13237,8.0,,,,1594228906.2924519,7.49
13238,8.0,,,,1594228906.302228,3.76
13239,8.0,,,,1594228906.3120039,-9.34
13240,8.0,,,,1594228906.3217802,-9.67
13241,8.0,,,,1594228906.3315566,-24.33
13242,8.0,,,,1594228906.3413324,13.26
13243,8.0,,,,1594228906.3511086,0.28
13244,8.0,,,,1594228906.3608847,6.25
13245,8.0,,,,1594228906.3706608,10.72
13246,8.0,,,,1594228906.380437,1.09
13247,8.0,,,,1594228906.390213,7.85
13248,8.0,,,,1594228906.3999894,-9.69
13249,8.0,,,,1594228906.4097652,-9.01
13250,8.0,,,,1594228906.4195414,4.61
13251,8.0,,,,1594228906.4293175,14.02
13252,8.0,,,,1594228906.4390936,-4.0
13253,8.0,,,,1594228906.4488695,-4.39
13254,8.0,,,,1594228906.4586458,-13.86
13255,8.0,,,,1594228906.4684222,-6.1
13256,8.0,,,,1594228906.478198,-15.43
13257,8.0,,,,1594228906.4879742,8.0
13258,8.0,,,,1594228906.4977505,17.55
13259,8.0,,,,1594228906.5075266,22.8
13260,8.0,,,,1594228906.5173025,19.26
13261,8.0,,,,1594228906.5270786,-7.73
13262,8.0,,,,1594228906.5368547,-8.47
13263,8.0,,,,1594228906.5466304,3.14
13264,8.0,,,,1594228906.556407,-12.58
13265,8.0,,,,1594228906.566183,-18.01
13266,8.0,,,,1594228906.5759592,-6.93
13267,8.0,,,,1594228906.5857348,-5.36
13268,8.0,,,,1594228906.5955114,-19.59
13269,8.0,,,,1594228906.6052876,-93.79
13270,8.0,,,,1594228906.6150634,84.24
13271,8.0,,,,1594228906.6248398,104.16
13272,8.0,,,,1594228906.634616,64.81
13273,8.0,,,,1594228906.644392,-3.74
13274,8.0,,,,1594228906.654168,7.81
13275,8.0,,,,1594228906.6639442,-36.19
13276,8.0,,,,1594228906.6737206,-8.1
13277,8.0,,,,1594228906.6834965,6.47
13278,8.0,,,,1594228906.6932724,-2.84
13279,8.0,,,,1594228906.703049,-18.05
13280,8.0,,,,1594228906.7128248,13.64
13281,8.0,,,,1594228906.722601,-5.82
13282,8.0,,,,1594228906.732377,2.95
13283,8.0,,,,1594228906.7421534,-25.58
13284,8.0,,,,1594228906.7519293,27.75
13285,8.0,,,,1594228906.7617054,12.03
13286,8.0,,,,1594228906.7714815,10.8
13287,8.0,,,,1594228906.7812574,2.57
13288,8.0,,,,1594228906.7910335,2.97
13289,8.0,,,,1594228906.8008099,11.26
13290,8.0,,,,1594228906.810586,33.69
13291,8.0,,,,1594228906.8203619,54.87
13292,8.0,,,,1594228906.8301382,-99.26
13293,8.0,,,,1594228906.8399146,25.68
13294,8.0,,,,1594228906.8496904,-17.99
13295,8.0,,,,1594228906.8594663,-136.64
13296,8.0,,,,1594228906.8692427,169.43
13297,8.0,,,,1594228906.8790188,23.88
13298,8.0,,,,1594228906.888795,-47.43
13299,8.0,,,,1594228906.898571,-27.68
13300,8.0,,,,1594228906.9083474,-13.64
13301,8.0,,,,1594228906.9181232,10.08
13302,8.0,,,,1594228906.9278994,37.55
13303,8.0,,,,1594228906.9376755,20.73
13304,8.0,,,,1594228906.9474516,8.33
13305,8.0,,,,1594228906.9572275,-10.15
13306,8.0,,,,1594228906.9670038,43.5
13307,8.0,,,,1594228906.9767802,11.87
13308,8.0,,,,1594228906.986556,9.4
13309,8.0,,,,1594228906.9963322,-1.01
13310,8.0,,,,1594228907.0061085,10.06
13311,8.0,,,,1594228907.0158846,-22.74
13312,8.0,,,,1594228907.0256605,-8.17
13313,8.0,,,,1594228907.0354366,14.26
13314,8.0,,,,1594228907.0452127,-26.9
13315,8.0,,,,1594228907.0549884,-23.02
13316,8.0,,,,1594228907.064765,-16.8
13317,8.0,,,,1594228907.074541,-45.22
13318,8.0,,,,1594228907.0843172,4.09
13319,8.0,,,,1594228907.094093,13.11
13320,8.0,,,,1594228907.1038694,22.83
13321,8.0,,,,1594228907.1136456,0.62
13322,8.0,,,,1594228907.1234214,4.72
13323,8.0,,,,1594228907.1331975,20.95
13324,8.0,,,,1594228907.1429741,15.9
13325,8.0,,,,1594228907.15275,-12.95
13326,8.0,,,,1594228907.162526,-20.36
13327,8.0,,,,1594228907.1723022,19.51
13328,8.0,,,,1594228907.1820786,17.32
13329,8.0,,,,1594228907.1918545,21.77
13330,8.0,,,,1594228907.2016304,-1.66
13331,8.0,,,,1594228907.211407,12.4
13332,8.0,,,,1594228907.2211828,-18.64
13333,8.0,,,,1594228907.230959,-42.12
13334,8.0,,,,1594228907.240735,6.54
13335,8.0,,,,1594228907.2505114,-24.18
13336,8.0,,,,1594228907.2602873,-17.61
13337,8.0,,,,1594228907.2700634,105.21
13338,8.0,,,,1594228907.2798395,-184.01
13339,8.0,,,,1594228907.2896154,46.24
13340,8.0,,,,1594228907.2993915,4.79
13341,8.0,,,,1594228907.3091679,34.13
13342,8.0,,,,1594228907.318944,-54.92
13343,8.0,,,,1594228907.3287199,31.85
13344,8.0,,,,1594228907.3384962,-13.13
13345,8.0,,,,1594228907.3482726,2.09
13346,8.0,,,,1594228907.3580484,-0.22
13347,8.0,,,,1594228907.3678243,-38.93
13348,8.0,,,,1594228907.3776007,1.22
13349,8.0,,,,1594228907.3873768,-24.33
13350,8.0,,,,1594228907.397153,10.21
13351,8.0,,,,1594228907.406929,-24.84
13352,8.0,,,,1594228907.4167054,15.88
13353,8.0,,,,1594228907.4264812,-0.12
13354,8.0,,,,1594228907.4362574,-0.29
13355,8.0,,,,1594228907.4460335,49.92
13356,8.0,,,,1594228907.4558096,16.77
13357,8.0,,,,1594228907.4655855,-12.1
13358,8.0,,,,1594228907.4753618,15.63
13359,8.0,,,,1594228907.4851382,-16.56
13360,8.0,,,,1594228907.494914,-7.01
13361,8.0,,,,1594228907.5046902,-5.01
13362,8.0,,,,1594228907.5144665,-9.16
13363,8.0,,,,1594228907.5242426,-19.16
13364,8.0,,,,1594228907.5340185,-19.25
13365,8.0,,,,1594228907.5437946,2.55
13366,8.0,,,,1594228907.5535707,-28.8
13367,8.0,,,,1594228907.5633464,0.07
13368,8.0,,,,1594228907.573123,-0.26
13369,8.0,,,,1594228907.582899,18.34
13370,8.0,,,,1594228907.5926752,4.54
13371,8.0,,,,1594228907.602451,-1.56
13372,8.0,,,,1594228907.6122274,4.64
13373,8.0,,,,1594228907.6220036,27.51
13374,8.0,,,,1594228907.6317794,85.32
13375,8.0,,,,1594228907.6415555,-56.4
13376,8.0,,,,1594228907.6513321,-7.68
13377,8.0,,,,1594228907.661108,-17.02
13378,3.0,,,,1594228907.670884,-13.47
13379,3.0,,,,1594228907.6806602,73.38
13380,3.0,,,,1594228907.6904366,40.93
13381,3.0,,,,1594228907.7002125,342.88
13382,3.0,,,,1594228907.7099886,-177.85
13383,3.0,,,,1594228907.719765,-138.71
13384,3.0,,,,1594228907.7295408,-67.12
13385,3.0,,,,1594228907.739317,172.26
13386,3.0,,,,1594228907.749093,101.76
13387,3.0,,,,1594228907.7588696,102.53
13388,3.0,,,,1594228907.7686453,-301.84
13389,3.0,,,,1594228907.7784214,224.3
13390,3.0,,,,1594228907.7881975,-94.93
13391,3.0,,,,1594228907.7979734,88.51
13392,3.0,,,,1594228907.8077495,198.75
13393,3.0,,,,1594228907.8175259,166.79
13394,3.0,,,,1594228907.827302,-253.84
13395,3.0,,,,1594228907.8370779,-0.82
13396,3.0,,,,1594228907.8468542,228.15
13397,3.0,,,,1594228907.8566306,-397.04
13398,3.0,,,,1594228907.8664064,431.1
13399,3.0,,,,1594228907.8761823,-164.5
13400,3.0,,,,1594228907.8859587,-161.94
13401,3.0,,,,1594228907.8957348,-300.86
13402,3.0,,,,1594228907.905511,-46.58
13403,3.0,,,,1594228907.915287,270.61
13404,3.0,,,,1594228907.9250634,127.41
13405,3.0,,,,1594228907.9348392,97.2
13406,3.0,,,,1594228907.9446154,40.11
13407,3.0,,,,1594228907.9543915,-194.73
13408,3.0,,,,1594228907.9641676,-97.08
13409,3.0,,,,1594228907.9739435,-206.71
13410,3.0,,,,1594228907.9837198,116.71
13411,3.0,,,,1594228907.9934962,-471.77
13412,3.0,,,,1594228908.003272,223.76
13413,3.0,,,,1594228908.0130482,-186.14
13414,3.0,,,,1594228908.0228245,101.93
13415,3.0,,,,1594228908.0326006,33.76
13416,3.0,,,,1594228908.0423765,141.32
13417,3.0,,,,1594228908.0521526,41.39
13418,3.0,,,,1594228908.0619287,231.04
13419,3.0,,,,1594228908.0717044,66.21
13420,3.0,,,,1594228908.081481,114.77
13421,3.0,,,,1594228908.091257,-215.75
13422,3.0,,,,1594228908.1010332,283.85
13423,3.0,,,,1594228908.110809,16.79
13424,3.0,,,,1594228908.1205854,34.54
13425,3.0,,,,1594228908.1303616,349.09
13426,3.0,,,,1594228908.1401374,-371.95
13427,3.0,,,,1594228908.1499138,58.78
13428,3.0,,,,1594228908.1596901,-69.69
13429,3.0,,,,1594228908.169466,38.3
13430,3.0,,,,1594228908.179242,-158.17
13431,3.0,,,,1594228908.1890182,125.89
13432,3.0,,,,1594228908.1987946,-157.72
13433,3.0,,,,1594228908.2085705,52.49
13434,3.0,,,,1594228908.2183466,-201.7
13435,3.0,,,,1594228908.2281227,96.47
13436,3.0,,,,1594228908.2378988,-185.62
13437,3.0,,,,1594228908.247675,-17.99
13438,3.0,,,,1594228908.257451,-49.07
13439,3.0,,,,1594228908.2672276,35.59
13440,3.0,,,,1594228908.2770033,54.0
